parkcode,name,lat,long,description
/wiki/Chatfield_State_Park,Chatfield State Park,39.54,-105.07,"b'Chatfield State Park is a state park located in Douglas and Jefferson counties of Colorado, United States. The park centers on Chatfield Reservoir, a 1,423 acre surface area lake fed by the South Platte River and two other creeks, including Plum Creek.[2]'"
/wiki/Cherry_Creek_State_Park,Cherry Creek State Park,39.63,-104.85,"b'Cherry Creek State Park is a state park in Arapahoe County, Colorado, United States. The park consists of a natural prairie and wetland environment with an 880-acre (3.6\xc2\xa0km2) reservoir at its center which is shared by powerboats, sailboats, and paddle craft.  The Cherry Creek Marina and Yacht Club offers mooring and catered events on the north-western shore.[1] A large imported-sand swim beach is situated on the north-eastern side along with ample parking.  The park has 12 miles (19\xc2\xa0km) of paved roads and 35 miles (56\xc2\xa0km) of multi-use trails open to runners, cyclists, and horseback riders.  There are facilities for camping, radio-controlled aircraft, picnicking, as well as opportunities for bird watching, cross country skiing, and fishing. The park also contains an outdoor shooting range.[2] There is dock where people can store their boats during the Summer. People can also rent jet skis, paddle boards and kayaks for the day. There is a new updated boat house that has concerts during the summer, serves food and has a bar. The boat house overlooks the water.'"
/wiki/Cheyenne_Mountain_State_Park,Cheyenne Mountain State Park,38.73,-104.83,"b'Cheyenne Mountain State Park is a Colorado state park that was acquired in June 2000 through a partnership between the City of Colorado Springs, Colorado State Parks, Great Outdoors Colorado (GOCO), Colorado Lottery, El Paso County, and other local private organizations.'"
/wiki/Crawford_State_Park_(Colorado),Crawford State Park (Colorado),38.69,-107.60,"b'Crawford State Park is a Colorado State Park[1] that encompasses Crawford Reservoir[2] located about 1 mile (1.6\xc2\xa0km) south of the town of Crawford in Delta County, Colorado.  The north rim of the Black Canyon of the Gunnison National Park is about 12 miles (19\xc2\xa0km) southwest and Delta is about 31 miles (50\xc2\xa0km) west on Highway 92.[3]'"
/wiki/Eldorado_Canyon_State_Park,Eldorado Canyon State Park,39.93,-105.29,"b""Eldorado Canyon State Park is part of the Colorado State Park system.  It is located in Boulder County near the city of Boulder. The park consists of two areas, the Inner Canyon (developed area) and Crescent Meadows (undeveloped area). The park encompasses 885 acres (3.6\xc2\xa0km2) with a variety of recreation opportunities available. Eldorado Canyon is home to one of the world's most accessible and comprehensive rock climbing areas.  This state park is open during daylight hours only, visitors are expected to leave before dusk."""
/wiki/Eleven_Mile_State_Park,Eleven Mile State Park,38.94,-105.50,"b'Eleven Mile State Park is a Colorado State Park located in Park County, 11 miles (18\xc2\xa0km) south of Lake George, Colorado, United States. Established in 1970, the 7,662-acre (31.01\xc2\xa0km2) park  surrounds 3,405-acre (13.78\xc2\xa0km2), 5.5 miles (8.9\xc2\xa0km) long Eleven Mile Reservoir.  Facilities include a marina, a visitors center and over 300 campsites.  There are 5 miles (8.0\xc2\xa0km) of trails available for hikers and bicyclists. Fish species include cutthroat, rainbow, brown trout and northern pike. Eleven Mile Reservoir is famous for the thriving Kokanee salmon population found in the river current along the north side of the reservoir known as the Dream Stream. This reservoir is also known for being very windy in the afternoon. A required daily vehicle park pass can be obtained at the entrance of the park. Daily species possession limits are as follows: trout, 4 total, two over 16"" and two under 16"", or four under 16""; salmon, 10; pike and crawdads, unlimited. Cottontail rabbit, white-tailed jackrabbit, coyote, muskrat and ground squirrels are commonly seen in the park.  Mule deer, pronghorn, porcupine, badger, black bear and elk are seen occasionally.'"
/wiki/Elkhead_State_Park,Elkhead State Park,40.56,-107.38,"b'Elkhead State Park is a Colorado state park located in Moffat and Routt counties in northwest Colorado, near Craig. The park surrounds and includes Elkhead Reservoir. It is sometimes referred to as Elkhead Reservoir State Park.[1]'"
/wiki/Fishers_Peak_State_Park,Fishers Peak State Park,37.10,-104.46,"b'Fishers Peak State Park is a Colorado state park in Las Animas County, Colorado, just south of Trinidad. Trinidad Lake State Park is nearby. The park opened on October 30, 2020 and is still being developed.[2][1]'"
/wiki/Golden_Gate_Canyon_State_Park,Golden Gate Canyon State Park,39.83,-105.41,"b'Golden Gate Canyon State Park is a Colorado State Park located in Gilpin and Jefferson counties northwest of Golden, Colorado.  The 12,119-acre (49.04\xc2\xa0km2) Front Range park established in 1960  has 42 miles (68\xc2\xa0km) of hiking trails.[1]  Horse and bicycle travel is allowed on 27 miles (43\xc2\xa0km).  Facilities include a visitor center, over 100 campsites and 125 picnic sites.[2] In 2019 the park recorded 1,045,131 visits, a 20.6% increase over 2018.[1]'"
/wiki/Harvey_Gap_State_Park,Harvey Gap State Park,39.61,-107.66,"b""Harvey Gap State Park, is a Colorado state park.[1] It is well known for its fishing and limited use boating. The park's reservoir \xe2\x80\x94 Grass Valley Reservoir \xe2\x80\x94 is 190 acres (0.77\xc2\xa0km2) when full and allows fishing year round.[2][3]"""
/wiki/Highline_Lake_State_Park,Highline Lake State Park,39.27,-108.84,"b'Highline Lake State Park is a Colorado state park. It is home to two lakes, the Highline Lake and the Mack Mesa Lake.[1] It is well known for its birdwatching opportunities and has two wildlife migratory waterfowl overlook kiosks where it is possible to watch Great blue heron, white pelicans and whooping crane among many others.[2][3] There is fishing allowed all year round. It is also open in winter to Snowshoers and Cross Country Skiers.[3]'"
/wiki/Jackson_Lake_State_Park_(Colorado),Jackson Lake State Park (Colorado),40.38,-104.09,"b'Jackson Lake State Park is located northeast of Orchard, Colorado in western Morgan County, Colorado.  It is situated on 2,411-acre (9.76\xc2\xa0km2) Jackson reservoir and was built in the early 20th century.  The reservoir receives water from the South Platte River and stores it for irrigation throughout the summer months.'"
/wiki/James_M._Robb_-_Colorado_River_State_Park,James M. Robb – Colorado River State Park,39.06,-108.46,"b'The James M. Robb \xe2\x80\x93 Colorado River State Park is a Colorado State Park along the Colorado River in Mesa County near Grand Junction, Colorado.  The 890-acre (3.6\xc2\xa0km2) park established in 1994 has five distinct sections providing access to the river.  The Island Acres and Fruita segments have campsites and swim beaches.  The other three segments, Corn Lake, Connected Lakes and the Colorado River Wildlife Area are for day use only.  Corn Lake, Connected Lakes and Fruita have boat ramps.  The downriver float trip between Corn Lake and Connected Lakes is about 10 miles (16\xc2\xa0km), as is the trip between Connected Lakes and Fruita.  Both trips include some class II rapids.'"
/wiki/John_Martin_Reservoir_State_Park,John Martin Reservoir State Park,38.07,-102.93,"b'John Martin Reservoir State Park is a state park in Colorado.[1] It contains John Martin Reservoir, which is the second largest body of water in Colorado by capacity.[2] It is also known for being a prime birdwatching location. Bent County, Colorado has been documented to have over 400 different species of birds.[3] The namesake reservoir of the park is created by a 118-foot  tall (36\xc2\xa0m) and 2.6-mile  long dam (4.2\xc2\xa0km), which goes by the name of John Martin Dam.[4]'"
/wiki/Lake_Pueblo_State_Park,Lake Pueblo State Park,38.25,-104.73,b''
/wiki/Lathrop_State_Park,Lathrop State Park,37.60,-104.83,"b""Lathrop State Park is a Colorado state park located 3 miles (4.8\xc2\xa0km) west of Walsenburg. The state purchased the property in 1962 and opened Colorado's first state park here later that same year.[1] It is named after Harold Lathrop, the first director of state parks.[2] The park features two lakes, Martin Lake and Horseshoe Lake, that offer fishing for tiger muskie (46-inch, 25-pound examples have been caught here), rainbow trout, bass, catfish, northern pike, blue gill, saugeye, and wipers.[3]"""
/wiki/Lone_Mesa_State_Park,Lone Mesa State Park,37.75,-108.45,b'Lone Mesa State Park is a closed-access state park in Colorado. It is currently undergoing development and planning.[1] The only allowed use is limited hunting with special permits.[2]'
/wiki/Lory_State_Park,Lory State Park,40.59,-105.18,"b""Lory State Park, is a state park located west of the city of Fort Collins, Colorado and is west of Horsetooth Reservoir and north of Horsetooth Mountain Park. Some of the park's more popular attractions include mountain biking, hiking, horseback riding and rock climbing.[1] The park also contains its own bike park, which features dirt jumping, a pump track, and a skills area.[2]"""
/wiki/Mancos_State_Park,Mancos State Park,37.40,-108.27,"b'Mancos State Park is a Colorado state park. It is located near Mesa Verde National Park, the West Mancos Trail and the San Juan Skyway.[1] The park is known to have been a dwelling place for Ancestral Puebloans.  They lived in the Four Corners area in ancient times from AD 1 to 1300. It was also later controlled by the Spanish for 200 years from the 17th to the 19th century.'"
/wiki/Mueller_State_Park,Mueller State Park,38.88,-105.18,"b'Mueller State Park is a Colorado state park encompassing 5,112 acres (20.69\xc2\xa0km2) of land outside Divide, Colorado, west of Colorado Springs, Colorado.[1] The park offers many outdoor activities. There are 55 miles (89\xc2\xa0km) of trails, biking, camping year-round, hunting, hiking, and horseback riding.[2] It is open in the winter and allows snowshoeing, sledding, and snowtubing.[3] Mueller is a diverse home to a variety of animals including elk, black bear, eagles, hawks and bighorn sheep.[4][5]'"
/wiki/Navajo_State_Park,Navajo State Park,37.01,-107.41,"b""Navajo State Park is a state park of Colorado, USA, on the north shore of Navajo Lake. Touted as Colorado's answer to Lake Powell, this reservoir on the San Juan River begins in Colorado's San Juan Mountains and extends 20 miles (32\xc2\xa0km) into New Mexico.  Its area is 15,000 acres (6,100\xc2\xa0ha), and it has 150 miles (240\xc2\xa0km) of shoreline in two states. Park activities include boating, houseboating, fishing, camping, and wildlife viewing.[1]  There is a New Mexico state park at the southern end of the lake."""
/wiki/North_Sterling_State_Park,North Sterling State Park,40.79,-103.27,"b'North Sterling State Park is a Colorado State Park located in Logan County north of Sterling, Colorado, Colorado.  The 5,700-acre (2,300\xc2\xa0ha) park established in 1992 includes a reservoir with 2,880 acres (1,170\xc2\xa0ha) of surface area and 6 miles (9.7\xc2\xa0km) of hiking trails along the shoreline.   Warm water fish in the reservoir include walleye, wiper, bass, yellow perch, and channel catfish. Facilities include over 100 campsites, boat ramps, a swim beach and a visitors center.'"
/wiki/Paonia_State_Park,Paonia State Park,38.98,-107.35,"b'Paonia State Park is a Colorado State Park located in Gunnison County east of Paonia,  Colorado.  The 1,857-acre (7.52\xc2\xa0km2) park in a canyon surrounding Paonia Reservoir on the North Fork Gunnison River was established in 1964.  Park facilities include campsites, picnic sites and a boat ramp. Geologic formations from the Cretaceous and Paleocene periods are visible in the park, along with fossilized palm fronds and leaf imprints.  Park uplands are gambel oak shrublands along with mixed conifer and aspen forests. Commonly seen wildlife includes, mule deer, elk, cottontail rabbit and marmot.'"
/wiki/Pearl_Lake_State_Park,Pearl Lake State Park,40.79,-106.89,"b""Pearl Lake State Park, at the base of Hahn's Peak, is in Routt County, Colorado near the town of  Hahn's Peak, Colorado and is north of Steamboat Springs.  Pearl Lake is named for M. Pearl Hartt, the wife of pioneer sheep rancher, John Kelly Hartt."""
/wiki/Ridgway_State_Park,Ridgway State Park,38.21,-107.73,"b""Ridgway State Park is a state park located in Ouray County, Colorado.[1]  The park is 21 miles southeast of Montrose, 14 miles northeast of Ouray, it is also 4 miles north of the town of Ridgway and 312 miles southwest of Denver. The current wildlife consists of deer, mountain lions, coyotes, rabbits, and elk.  Due to the park's variety of animal life, the park is used as a hunting ground although hunting opportunities are extremely limited due to proximity to developed areas.[2]"""
/wiki/Rifle_Falls_State_Park,Rifle Falls State Park,39.67,-107.70,"b'Rifle Falls State Park is a Colorado State Park located in Garfield County northeast of Rifle, Colorado.  The central feature of the 48-acre (0.19\xc2\xa0km2) park is a triple 70-foot (21\xc2\xa0m) waterfall flowing over a travertine dam on East Rifle Creek.  Commonly seen wildlife includes mule deer, elk, coyote, and golden-mantled ground squirrel.  Rainbow and brown trout can be caught in the creek.  Limestone cliffs near the falls have a few small caves and three species of bats. Visitor facilities include campsites, picnic sites and 2.0 miles (3.2\xc2\xa0km) of hiking trails.'"
/wiki/Rifle_Gap_State_Park,Rifle Gap State Park,39.63,-107.75,"b'Rifle Gap State Park is a Colorado State Park located in Garfield County near Rifle, Colorado.  The 1,341-acre (5.43\xc2\xa0km2) park established in 1966 includes a 360-acre (1.5\xc2\xa0km2) reservoir. Plant communities are pinyon-juniper woodlands, sagebrush shrubland with deciduous riparian forest in places along the edge of the Rifle Gap Reservoir. Commonly observed wildlife include mule deer, elk and great horned owls. Park facilities include a visitors center, campgrounds, picnic sites and a boat ramp.'"
/wiki/Roxborough_State_Park,Roxborough State Park,39.43,-105.07,"b'Roxborough State Park is a state park of Colorado, United States, known for dramatic red sandstone formations.  Located in Douglas County 20 miles (32\xc2\xa0km) south of Denver, Colorado, the 3,339-acre (13.51\xc2\xa0km2) park was established in 1975.  In 1980 it was recognized as a National Natural Landmark.'"
/wiki/Spinney_Mountain_State_Park,Spinney Mountain State Park,39.00,-105.63,"b'Spinney Mountain State Park is a Colorado state park located in South Park in Park County, Colorado, United States.[1]'"
/wiki/St._Vrain_State_Park,St. Vrain State Park,40.17,-104.98,"b'St. Vrain State Park, formerly known as Barbour Ponds is a Colorado state park.[1] The park hosts year-round camping.[2] It is a popular birding destination, hosting the states largest rookery of Blue Heron, it is home to several other bird species as well including migrating waterfowl, songbirds and the occasional bald eagle.[3] Other park activities include year round fishing and hiking. There are plans for a reservoir to be built at the park named Blue Heron Reservoir.[4]'"
/wiki/Stagecoach_State_Park,Stagecoach State Park,40.29,-106.86,"b'Stagecoach State Park is a Colorado State Park located in Routt County 17 miles (27\xc2\xa0km) south of Steamboat Springs, Colorado.  The 1,641-acre (6.64\xc2\xa0km2) park established in 1989 includes a 771-acre (3.12\xc2\xa0km2) reservoir on the Yampa River formed by Stagecoach Dam.  Facilities include a marina, boat ramps, campsites, picnic sites and 8 miles (13\xc2\xa0km) of trails.   Park uplands are montane shrub communities, with riparian areas and wetlands around the reservoir and along the river.  Commonly sighted wildlife includes elk, mule deer, coyote, red fox and badger.'"
/wiki/State_Forest_State_Park,State Forest State Park,40.51,-106.01,"b""State Forest State Park is a Colorado State Park located in Jackson and Larimer counties east of Walden, Colorado, United States. The 70,838-acre (286.67\xc2\xa0km2) park was established in 1970 in the Medicine Bow Range of the Rocky Mountains. Facilities include a visitors' center, 187 campsites (including RV and tent sites), over 60 dispersed camping sites, 15 cabins and yurts, picnic sites, boat ramps and 94 miles (151\xc2\xa0km) of hiking trails.[1]"""
/wiki/Staunton_State_Park,Staunton State Park,39.52,-105.40,"b'Staunton State Park is a Colorado state park in Park and Jefferson counties, located 6 miles (9.7\xc2\xa0km) west of Conifer, Colorado.[1] The 3,908-acre (1,582\xc2\xa0ha) park, which opened on May 18, 2013,[2]  includes dramatic rock outcroppings, several streams and a waterfall.  On December 4, 2012, the property was also listed on the National Register of Historic Places as Staunton Ranch-Rural Historic Landscape.[3]'"
/wiki/Steamboat_Lake_State_Park,Steamboat Lake State Park,40.81,-106.95,"b'Steamboat Lake State Park is a Colorado state park located in Routt County 27 miles (43\xc2\xa0km) north of Steamboat Springs, Colorado, and near the community of Hahns Peak Village. The 2,820-acre (1,140\xc2\xa0ha) park, established west of Hahns Peak in 1967, includes a 1,101 acres (446\xc2\xa0ha) reservoir. Park facilities include a visitors center, marina,[2] boat ramps, campsites, cabins, picnic sites and 5.5 miles (8.9\xc2\xa0km) of hiking trails. Plant communities include sagebrush shrubland, quaking aspen and lodgepole pine forests, willow carr and marsh. Commonly seen mammalian wildlife species include mule deer and red fox. The reservoir attracts many species of shorebirds and waterfowl, including sandhill cranes that nest in the wetland areas.'"
/wiki/Sweitzer_Lake_State_Park,Sweitzer Lake State Park,38.71,-108.04,"b""Sweitzer Lake State Park is a Colorado state park located in Delta County 1 mile (1.6\xc2\xa0km) south of Delta, Colorado. The 210-acre (85\xc2\xa0ha) park established in 1960 includes a 137-acre (55\xc2\xa0ha) reservoir. Facilities include a boat ramp, swim beach and picnic sites.[2] Birdwatchers have spotted 170 different species in the park.[1] A portion of the park's land was donated by the eponymous Morgan Sweitzer in order to develop it as a recreation destination.[3]"""
/wiki/Sylvan_Lake_State_Park,Sylvan Lake State Park,39.54,-106.75,"b'Sylvan Lake State Park is a Colorado state park located in Eagle County, 10 miles (16\xc2\xa0km) south of Eagle, Colorado.  The 1,548-acre (626\xc2\xa0ha) park established in 1987 and surrounded by the White River National Forest includes a 42-acre (17\xc2\xa0ha) lake and 1.5 miles (2.4\xc2\xa0km) of trails.  Facilities include a visitors center, boat ramp, campsites, cabins, yurts and picnic sites.[2]  Plant communities include aspen groves, lodgepole pine and Douglas fir forests on moist slopes. Ponderosa pine and juniper are found on drier slopes.  Wetland and riparian areas exist near the reservoir and creek. Common wildlife includes black bear, elk, mule deer, pine marten and beaver.'"
/wiki/Trinidad_Lake_State_Park,Trinidad Lake State Park,37.15,-104.57,"b'Trinidad Lake State Park is a state park 4 miles (6.4\xc2\xa0km) west of Trinidad, Colorado, United States.  The park protects Trinidad Lake, a dammed reservoir.  There are hiking trails, and camping and boating opportunities.[2]  The park features historical attractions such as the coal mining ruins at Cokedale.  An exposure of the Cretaceous\xe2\x80\x93Paleogene boundary (K\xe2\x80\x93Pg boundary) is visible in the southern part of the park.'"
/wiki/Vega_State_Park,Vega State Park,39.22,-107.79,b''
/wiki/Yampa_River_State_Park,Yampa River State Park,40.49,-107.31,b'Yampa River State Park is a Colorado state park located along the Yampa River in Routt and Moffat Counties in northwestern Colorado in the United States.'
/wiki/Alapocas_Run_State_Park,Alapocas Run State Park,39.78,-75.55,"b""Alapocas Run State Park is a state park, located in Wilmington, Delaware, United States, along the Brandywine Creek and its Alapocas Run tributary. Open year-round, it is 415 acres (168\xc2\xa0ha)[1] in area. Much of the state park was created from land originally preserved by William Poole Bancroft in the early 1900s to be used as open space parkland by the city of Wilmington as it expanded.[2] The park also includes the Blue Ball Barn, a dairy barn built by Alfred I. du Pont as part of his Nemours estate in 1914. In addition to walking trails, athletic fields, and playgrounds for children, one of the park's primary features is a rock climbing wall. The rock climbing wall is part of an old quarry across from historic Bancroft Mills on the Brandywine, and the quarry is also used for school educational programs centered on earth sciences.[3][4]"""
/wiki/Auburn_Valley_State_Park,Auburn Valley State Park,39.81,-75.68,"b""Auburn Valley State Park (formerly Auburn Heights Preserve) is a state park, located in Yorklyn, Delaware, United States. The park, which is around 360 acres,[1][2] preserves the former home and estate of the Marshall family as well as portions of the family's former mills alongside the Red Clay Creek and additional land purchased by the state.[3] The preserve contains several miles of trails open to walking, biking, and antique cars, and the state owns conservation easements on 160 acres of privately owned land adjacent to the park to help maintain the park's rural character.[4]"""
/wiki/Bellevue_State_Park_(Delaware),Bellevue State Park (Delaware),39.78,-75.50,"b'Bellevue State Park is a 328-acre (133\xc2\xa0ha) Delaware state park in the suburbs of Wilmington in New Castle County, Delaware in the United States. The park is named for Bellevue Hall, the former mansion of William du Pont Jr. Many of the facilities at the park were built by du Pont. Bellevue State Park overlooks the Delaware River and is open for year-round recreation, daily, from 8 a.m. until sunset.[1]  The Mount Pleasant Methodist Episcopal Church and Parsonage is located in Bellevue State Park; it was added to the National Register of Historic Places in 1998.[2]'"
/wiki/Brandywine_Creek_State_Park,Brandywine Creek State Park,39.81,-75.57,"b""Brandywine Creek State Park is a state park, located 3 miles (4.8\xc2\xa0km) north of Wilmington, Delaware along the Brandywine Creek. Open year-round, it is 933 acres (378\xc2\xa0ha) in area and much of the park was part of a Du Pont family estate and dairy farm before becoming a state park in 1965. It contains the first two nature preserves in Delaware. These nature preserves are Tulip Tree Woods and Freshwater Marsh. Flint Woods is a satellite area of the park and has become the park's third nature preserve. Flint Woods is home to species of rare song birds and an old-growth forest. The park's forests are part of the Northeastern coastal forests ecoregion.[1]"""
/wiki/Cape_Henlopen_State_Park,Cape Henlopen State Park,38.77,-75.10,"b'Cape Henlopen State Park is a Delaware state park on 5,193 acres (2,102\xc2\xa0ha) on Cape Henlopen in Sussex County, Delaware, in the United States. William Penn made the beaches of Cape Henlopen one of the first public lands established in what has become the United States in 1682 with the declaration that Cape Henlopen would be for ""the usage of the citizens of Lewes and Sussex County."" Cape Henlopen State Park has a 24-hour and year-round fishing pier as well as campgrounds. The remainder of the park is only open from sunrise to sunset, and includes a bathhouse on the Atlantic Ocean, an area for surf-fishing, a disc golf course, and bicycle and walking paths. The beach at Herring Point is a popular surfing spot. The park is a stop on Delaware\'s Coastal Heritage Greenway.'"
/wiki/Delaware_Seashore_State_Park,Delaware Seashore State Park,38.65,-75.07,"b'Delaware Seashore State Park is located near Dewey Beach, in Delaware, United States. It is bounded on the east by the Atlantic Ocean and on the west by Rehoboth Bay and Indian River Bay. The park covers 2,825 acres (1,143\xc2\xa0ha). It is a major attraction for millions of visitors who come to the Delaware Beaches for water-related activities. Delaware Seashore State Park was created in 1965.'"
/wiki/Fenwick_Island_State_Park,Fenwick Island State Park,38.48,-75.06,"b'Fenwick Island State Park is a 344-acre (139\xc2\xa0ha) Delaware state park between Ocean City, Maryland and South Bethany, Delaware in Sussex County, Delaware, US. Fenwick Island State Park is open for year-round recreation from 8:00 am until sunset. Originally part of Delaware Seashore State Park, it was established in 1966 and renamed in 1981. The park is located on Fenwick Island, a narrow strip of land between the Atlantic Ocean and Little Assawoman Bay. It is largely undeveloped in comparison to the beach communities that surround it.'"
/wiki/First_State_Heritage_Park,First State Heritage Park,39.16,-75.52,"b'First State Heritage Park is Delaware\'s first urban ""park without boundaries"" linking historic and cultural sites in Dover, Delaware, the city that has been the seat of state government since 1777.  It is a partnership of state and city agencies under the leadership of Delaware State Parks. It is located in Dover, Kent County, Delaware in the United States. Delaware was the first state to ratify the United States Constitution. The sites of the park highlight Delaware\'s role as the ""First State."" First State Heritage Park is open year-round, with special tours of the sites given the first Saturday of each month.[1]'"
/wiki/Fort_Delaware_State_Park,Fort Delaware State Park,39.59,-75.57,"b'Fort Delaware State Park is a 288-acre (117\xc2\xa0ha) Delaware state park on Pea Patch Island in New Castle County, Delaware, in the United States. A fortress was built on Pea Patch Island by the United States Army in 1815, near the conclusion of the War of 1812, to protect the harbors of Wilmington, Delaware and Philadelphia, Pennsylvania. The fort was burned and rebuilt in the years prior to the American Civil War, and soon after the start of the war the fort was converted to a Prisoner of War camp. Fort Delaware continued to protect the mouth of the Delaware River through World War I and II. Pea Patch Island and Fort Delaware was declared surplus land by the United States Department of Defense in 1945.'"
/wiki/Fort_DuPont_State_Park,Fort DuPont State Park,39.57,-75.58,"b'Fort DuPont State Park is a Delaware state park located in Delaware City, Delaware. Fort DuPont itself, named after Rear Admiral Samuel Francis duPont, was used as a military base from the Civil War through World War II, and was part of a three fort defense system along with Fort Delaware and Fort Mott, with the purpose of protecting the Delaware River and the city of Philadelphia from naval attacks from 1897 through 1942. Fort DuPont State Park is situated along the Delaware River and Chesapeake and Delaware Canal.'"
/wiki/Fox_Point_State_Park,Fox Point State Park,39.76,-75.49,"b""Fox Point State Park is a Delaware state park on 108[1] acres (44\xc2\xa0ha) along the Delaware River in New Castle County, Delaware in the United States. The park, which opened in 1995, has been built atop a former hazardous waste site that has been rehabilitated under an adaptive reuse program that was spearheaded by S. Marston Fox and the Fox Point Civic Association. Fox Point State Park is open for year-round use from 8:00 am until sunset. The park offers recreational opportunities on biking and pedestrian trails with picnic facilities, a playground and volleyball and horseshoes facilities. Fox Point State Park is just off Interstate 495 and is the northern terminus of Delaware's Coastal Heritage Greenway."""
/wiki/Holts_Landing_State_Park,Holts Landing State Park,38.59,-75.13,"b'Holts Landing State Park is a 203-acre (82\xc2\xa0ha) Delaware state park northwest of Bethany Beach, Sussex County, Delaware, USA. Prior to becoming a state park the land of Holts Landing State Park was the Holt family farm. The Holts sold the land to the state of Delaware in 1957 and Holts Landing State Park was opened to the public in 1965. The park is on the southern shore of Indian River Bay. Holts Landing State Park is open for year-round recreation and features the only pier on the east coast of Delaware that has been purpose-built for crabbing, the recreational harvesting of blue crabs.'"
/wiki/Killens_Pond_State_Park,Killens Pond State Park,38.98,-75.54,"b'Killens Pond State Park is a Delaware state park located south of the town of Felton in Kent County, Delaware in the United States. The park surrounds a 66-acre (270,000\xc2\xa0m2) pond known as Killens Pond located along the Murderkill River. Amenities available include boating, fishing, hiking, playgrounds, and picnic areas. The park also features a nature center, year-round campgrounds and a water park that is open during the summer months.'"
/wiki/Lums_Pond_State_Park,Lums Pond State Park,39.56,-75.72,"b'Lums Pond State Park is a 1,790-acre (720\xc2\xa0ha) Delaware state park near Bear, New Castle County, Delaware in the United States. The park surrounds Lums Pond, an impoundment built by the Chesapeake and Delaware Canal on St. Georges Creek. The C&D built the pond as a source of water to fill the locks of the canal that connected the Chesapeake Bay with the Delaware River during the early 19th century. Lums Pond State Park is open for a wide variety of year-round recreation.'"
/wiki/Trap_Pond_State_Park,Trap Pond State Park,38.52,-75.47,"b'Trap Pond State Park is a 3653[1] acre (8.5\xc2\xa0km\xc2\xb2) Delaware state park located near Laurel, Delaware, USA. It is one of the largest surviving fragments of what was once an extensive wetland in what is now southwestern Sussex County.  The state park features an extensive patch of bald cypress trees.'"
/wiki/White_Clay_Creek_State_Park,White Clay Creek State Park,39.74,-75.76,"b""White Clay Creek State Park is a Delaware state park along White Clay Creek on 3,647 acres (1,476\xc2\xa0ha)[1] in New Castle County, near Newark, Delaware in the United States. North of the park is Pennsylvania's White Clay Creek Preserve, and the two were originally operated as bi-state parks to jointly protect the creek, but now they operate separately. The White Clay Creek is federally protected as part of the National Park Service's National Wild and Scenic Rivers System.[2] White Clay Creek State Park offers 37 miles (60\xc2\xa0km) of nature and fitness trails which are open to hiking and mountain biking 365 days a year with access at a number of seasonal day-use fee parking lots. Fee season is in effect March 1 - November 30. Fees are $4 for in-state vehicle or $8 for out of state vehicles. Annual passes can be purchased at any DE State Park Office or online. The park also preserves a number of historic structures and operates a nature center. It is part of the Northeastern coastal forests ecoregion.[3]"""
/wiki/Wilmington_State_Parks,Wilmington State Parks,39.76,-75.55,"b'Wilmington State Parks is a state park located in Wilmington, Delaware. Open year round, the park is approximately 345 acres (140\xc2\xa0ha)[1] of land mostly situated along the Brandywine Creek. The state park is made up of a group of smaller parks that are administratively managed as a single unit.'"
/wiki/Brandywine_Springs,Brandywine Springs,39.74,-75.64,"b'Brandywine Springs is a historic area near Newport, Delaware, along the Red Clay Creek.'"
/wiki/Addison_Blockhouse_Historic_State_Park,Addison Blockhouse Historic State Park,29.33,-81.09,"b'Addison Blockhouse Historic State Park is a state park located in Volusia County, Florida. It features the Addison Blockhouse, a small coquina rock ruin that was on a 19th-century plantation and served as a kitchen as well as a fort.[1][2]'"
/wiki/Alafia_River_State_Park,Alafia River State Park,27.78,-82.14,"b'Alafia River State Park is a Florida State Park, located near Picnic in Hillsborough County in central Florida, 17 miles southeast of Tampa on County Road 39. Even before it became a park, the area, and particularly Hurrah Lake, was the center of leisure activities since the early 1880s.[1]'"
/wiki/Alfred_B._Maclay_Gardens_State_Park,Alfred B. Maclay Gardens State Park,30.52,-84.25,"b'The Alfred B. Maclay State Gardens is a 1,176-acre (4.76\xc2\xa0km2) Florida State Park, botanical garden and historic site, located in Tallahassee, in northeastern Florida. The address is 3540 Thomasville Road.'"
/wiki/Allen_David_Broussard_Catfish_Creek_Preserve_State_Park,Allen David Broussard Catfish Creek Preserve State Park,28.02,-81.44,"b'Allen David Broussard Catfish Creek Preserve is a Florida State Park, located about ten miles east of Dundee, off US 27. This region is part of the Atlantic coastal plain.'"
/wiki/Amelia_Island_State_Park,Amelia Island State Park,30.53,-81.44,"b'Amelia Island State Recreation Area is a state park in Florida, United States. Its location is 7 miles (11\xc2\xa0km) north of Little Talbot Island State Park on SR A1A, and 8 miles (13\xc2\xa0km) south of Fernandina Beach on Amelia Island along the Atlantic coastal plain. This park consists of 200 acres (0.81\xc2\xa0km2) of  beaches, salt marshes and coastal maritime forests.'"
/wiki/Anastasia_State_Park,Anastasia State Park,29.86,-81.27,"b'Anastasia State Park is a 1,600-acre (6.5\xc2\xa0km2) state park in Florida, United States. Its location is on a peninsula on Anastasia Island across Matanzas Bay from downtown St. Augustine along the Atlantic coastal plain. This park has a variety of wildlife, birds and plants in a setting of beaches, tidal salt marsh, and marine and upland hammock.'"
